Title,Abstract
Improving adherence to hepatitis B vaccine administration recommendations in two newborn nurseries.,"Administration of the birth dose of hepatitis B vaccine is an important step in reducing perinatally acquired hepatitis B infection, yet the USA is below the Healthy People 2020 goal for rate of administration.In response to updated Advisory Committee on Immunisation Practices recommendations to administer the dose within 24 hours of birth, we used quality improvement methodology to implement changes that would increase the vaccination rates of healthy newborns in our nurseries. The goal was to improve the proportion of infants who receive the hepatitis B vaccine within 24 hours of birth to >90% within a 2-year period, with a secondary goal of increasing vaccination rates prior to discharge from the nursery to >95%.Multiple Plan-Do-Study-Act (PDSA) cycles were performed. Initial cycles focused on increasing nurse and provider awareness of the updated timing recommendations. Later cycles targeted nursing workflow to facilitate timely administration of the vaccine. We implemented changes at our university medical centre and community hospital newborn nurseries.At the university medical centre nursery, both primary and secondary goals were met; the rate of hepatitis B vaccine administration within 24 hours increased from 81.7% to 96.2%, with vaccine administration prior to discharge increasing from 93.4% to 97.9%. In the community hospital nursery, the baseline rate of hepatitis B vaccine administration within 24 hours was 78.1%, and this increased to 85.8% with the interventions, falling short of the target of >90%. Vaccine administration prior to discharge increased from 87.2% to 92.0%, also not meeting the secondary target of 95%.Interventions that facilitated workflow had additional benefit beyond education alone to improve timing and rates of hepatitis B vaccine administration in both a university medical centre and community hospital nursery."
Hepatitis B vaccine and risk of acute myocardial infarction among individuals with diabetes mellitus.,"PURPOSE: A pre-licensure clinical trial of a two-dose cytosine phosphoguanine adjuvanted hepatitis B vaccine (HEPLISAV-B(R) [Dynavax, USA]; HepB-CpG vaccine) found an unanticipated numerical imbalance in acute myocardial infarction (AMI) compared to recipients of a three-dose aluminum adjuvanted hepatitis B vaccine (ENGERIX-B(R) [GlaxoSmithKline, Belgium]; HepB-alum vaccine). A post-licensure study was required to compare AMI rates among recipients of HepB-CpG vaccine and HepB-alum vaccine. Individuals with diabetes mellitus (DM), who are at higher risk of AMI, comprise more than half of the post-licensure study cohort. To inform the ongoing post-licensure study, we examined the association between AMI and receipt of HepB-alum vaccine in individuals with DM. METHODS: We conducted a case-control study nested in a cohort of individuals with DM ages >/=40 years at Kaiser Permanente Southern California using electronic health records. AMI cases from 2012 to 2017 were identified by principal discharge diagnosis and matched 1:1 with randomly selected controls. The adjusted odds ratio (aOR) for receipt of >/=1 HepB-alum vaccine dose was compared for AMI cases and controls using conditional logistic regression. We subsequently performed the same matched case-control analysis stratified by year. RESULTS: Of 8138 matched case-control pairs, 17.4% of cases and 15.0% of controls received HepB-alum vaccine. The aOR of HepB-alum vaccination comparing cases and controls was 0.97 (95% confidence interval 0.87-1.08). Similarly, there was no significant association between HepB-alum vaccine and AMI in any of the study years. CONCLUSIONS: HepB-alum vaccination was not associated with AMI in individuals with DM. This finding will provide contextual insight for the ongoing post-licensure study of HepB-CpG vaccine."
Microneedles with dual release pattern for improved immunological efficacy of Hepatitis B vaccine.,"In this study, dissolving microneedles (DMNs) with dual-release pattern, capable of both bolus release and slow release, were prepared. These DMNs were used with a hepatitis B vaccine that requires multiple shots to achieve immunological efficacy comparable to that obtained when two separate shots are administered. Dissolving microneedles with HBsAg in PLA tips and CMC coating formulation together (HBsAg-PLA/CMC-DMNs) consist of polylactic acid (PLA) tips for slow release, a carboxy-methyl cellulose (CMC) coating formulation for bolus release, and a dissolving base of polyvinyl alcohol (PVA) and polyvinylpyrrolidone (PVP) for dissolution in the skin. The in vitro release pattern of HBsAg from the CMC coating formulation and PLA tips was observed. Through an in vivo test, 1) the delivery efficiency of HBsAg-PLA/CMC-DMNs was observed, and 2) the immunological efficacy of this method was compared with the efficacy of two shots delivered by conventional intramuscular (IM) administration and two shots delivered by HBsAg-coated microneedle (CMNs) administration. HBsAg-PLA/CMC-DMNs punctured the skin successfully. The PVA/PVP base was completely dissolved within 10 min of insertion, resulting in the delivery of all microneedle tips into the skin. In the in vitro release experiment, all of the HBsAg in the CMC coating formulation was released within 20 min, and the HBsAg present in the PLA tips was gradually released over more than 55 days. The antibody titer of one shot of HBsAg-PLA/CMC-DMNs was the same as or higher than two shots delivered by conventional IM and CMN methods. DMNs with dual-release pattern can deliver two formulations simultaneously with a single shot, resulting in improved immunological efficacy of HBsAg that requires multiple doses. In addition, this dual-release MN system can be used for the delivery of other drugs that require multiple administrations."
Alteration in Hepatitis B Serology in Children Receiving Chemotherapy.,"Chemotherapy-induced immunosuppression can lead to hepatitis B virus (HBV) reactivation in cancer patients. Both HBV carriers and individuals with serological signs of previously resolved HBV exposure are under the risk of severe hepatitis and liver failure during and after chemotherapy. The objective of this largest retrospective study was to analyze the consequences of HBV status in children receiving chemotherapy. A total of 479 patients (273 boys and 206 girls) aged 1-211 months diagnosed with acute hematologic malignancies and solid tumors were included in the study. Serological markers for HBV before and after chemotherapy and clinical data of the patients were evaluated retrospectively. Two hundred thirty-four of the participants were found to have protective antibody titers to HBV at admission. Five children were carrying HBV before chemotherapy. They received antiviral therapy during treatment and no reactivation was detected. Antibody against hepatitis B surface antigen (antiHBs) remained positive in 194 patients after chemotherapy. However, 17.09% (40/234) lost antiHBs positivity. In this group, three patients (1.28%) who initially had positive antiHBs and antihepatitis B core antibody experienced HBV reactivation and lost their protective antiHBs at the end of the therapy. Median antiHBs titer significantly decreased after chemotherapy (213.14 [range: 24-888] vs. 180.85 [range: 0-850]) (p = 0.0094). The current relatively large trial demonstrated that protective antibody titers remarkably altered after chemotherapy, and at least 17% of the pediatric oncology cases lost antiHBs positivity. Therefore, vaccine prevention and close monitoring of serology should be considered during chemotherapy."
Reduction of the occurrence of occult HBV infection in infants by increasing the dose of hepatitis B vaccine: a large prospective cohort study.,"Occult hepatitis B virus (HBV) infection (OBI) has been observed among infants born to hepatitis B surface antigen (HBsAg)-positive mothers despite successful immunoprophylaxis. This study enrolled 549 infants [349 infants received a 10mug/dose of hepatitis B vaccine (HepB), and 200 infants received 20mug/dose HepB] born to HBsAg-positive mothers with HBV DNA load >6log10IU/mL. The anti-HBs levels in the 10mug group were significantly lower than that in the 20mug group both at 7 [652.48 (564.05-754.82) vs. 1541.72 (1268.69-1873.51) mIU/mL, P<0.001] and 12 months old [257.44 (220.29-300.88) vs. 1073.41 (839.27-1372.78) mIU/mL, P<0.001]. The OBI incidence in the 10mug group was significantly higher than that in the 20mug group at both 7 [21.55% (25/116) vs. 7.56% (9/119), P=0.002] and 12 months old [17.07% (14/82) vs. 6.90% (6/87), P=0.041]. OBI incidence in infants with anti-HBs levels <100mIU/mL was higher than that of those with anti-HBs >/=100mIU/mL [35.71% (5/14) vs. 13.12% (29/221), P=0.036]. This study showed that increasing the immunisation dose from 10mug to 20mug significantly improved anti-HBs levels and decreased OBI incidence in infants with a high maternal viral load. We recommend 20mug HepB to treat this high-risk population."
The role of hepatitis B vaccine challenge dose in patients with underlying health conditions.,"We have evaluated the immunological response to Hepatitis B virus (HBV) booster vaccine dose in 129 adults with underlying diseases in comparison with 694 subjects at occupational risk of infection, who have previously completed the primary series and resulted with anti-HBs <10 mIU/mL. After booster dose, 60.5% of the patients with underlying diseases and 14.8% of the subjects at occupational risk resulted seronegative. By comparing two groups, rate of subjects with anamnestic response was higher in at occupational risk group respect to that at risk for medical conditions (OR: 5.99 [95%IC, 3.81-9.41], p < .001). This difference was associated to gender (males/females: OR: 0.619 [95%IC, 0.421-0.910], p = .015) and age (better response for younger people, p = .011)."
Evaluation of hepatitis B vaccine efficacy and factors affecting vaccine nonresponse in patients receiving anti-tumor necrosis factor agents.,"OBJECTIVES: The response rate of patients to hepatitis B virus (HBV) vaccination receiving anti-tumor necrosis factor (TNF) agents is quite low. We aimed to assess the efficiency of HBV vaccination in patients with chronic inflammatory diseases (CIDs) receiving anti-TNF agents as well as in healthy controls. We also evaluated the impact of different factors on the efficacy of HBV vaccination. METHODS: Patients with CIDs receiving anti-TNF agents and healthy controls vaccinated for HBV were included in the study during 2018-2019. An adequate immune response and an effective immune response to HBV were defined as >10 IU/L and > 100 IU/L, respectively. RESULTS: Among 274 participants, 187 were patients with CID and 87 were healthy controls. The mean age of the patients with CID (43.9 +/- 11.7 years) was significantly higher than that of the healthy controls (31.4 +/- 7 years) (P = 0.000). Adequate immune response was 60.8 and 94.3% in patients with CID and healthy controls (P = 0.000), respectively, whereas effective immune response was 37.9 and 75.9% (P = 0.000), respectively. In logistic regression analysis, male sex [odds ratio (OR), 0.408; 95% confidence interval (CI), 0.201-0.830; P = 0.013), use of infliximab (OR, 2.694; 95% CI, 1.203-6.035; P = 0.016) and sertoluzimab (OR, 3.307; 95% CI, 1.287-8.498; P = 0.013), vaccination after anti-TNF treatment (OR, 0.224; 95% CI, 0.083-0.602; P = 0.003) were identified as risk factors of nonresponse to HBV vaccine. CONCLUSIONS: Infliximab and sertoluzimab usage, male sex, and vaccination after anti-TNF treatment were risk factors of nonresponse. HBV vaccination should be given to patients with CID before initiation of anti-TNF treatment and awareness should be spread on this subject."
Assessing the cost-utility of preferentially administering Heplisav-B vaccine to certain populations.,"Vaccination is the primary strategy to prevent hepatitis B virus (HBV) infection in the United States. Prior to 2017, most standard hepatitis B vaccine schedules required 3 doses over 6 months. Heplisav-B, approved in 2017, is administered in 2 doses over a 1 month time period but has a higher per-dose cost ($115.75 per dose compared to $57.25 per Engerix-B dose, costs as of June 1, 2019). We aimed to assess the cost-utility of providing the two-dose Heplisav-B vaccine compared to a three-dose Engerix-B vaccine among adult populations currently recommended for vaccination against hepatitis B. We used a decision-tree model with microsimulation and a Markov disease progression process to assess the cost-utility separately for the following populations: adults with diabetes, obesity, chronic kidney disease, HIV; non-responders to previous hepatitis B vaccination; older adults; and persons who inject drugs (PWID). We modeled epidemiologic outcomes (incident HBV infections, sequelae and related deaths), costs (2019 USD) and benefits (quality-adjusted life years, QALYs) and compared them across strategies. Sensitivity analyses assessed the cost-utility at varying estimates of Heplisav-B efficacy. In the base case scenario for each population, vaccination with Heplisav-B resulted in fewer HBV infections (37.5-59.8% averted), sequelae, and HBV-related deaths (36.3-71.4% averted). Heplisav-B resulted in decreased costs and increased benefits compared to Engerix-B for all populations except non-responders. Incremental costs from the baseline strategy ranged from $4746.78 saved (PWID) to $14.15 added cost (non-responders). Incremental benefits per person ranged from 0.00005 QALYs (older adults) to 0.7 QALYs (PWID). For persons with HIV and PWID, Heplisav-B resulted in lower costs and increased benefits in all scenarios in which Heplisav-B series efficacy was at least 80%. Vaccination using Heplisav-B is a cost-saving strategy compared to Engerix-B for adults with diabetes, chronic kidney disease, obesity, and HIV; older adults; and PWID."
How does the immunogenicity of hepatitis B vaccine change over the years in childhood?,"Hepatitis B is the leading cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma worldwide. The incidence of HBV infection has significantly decreased with hepatitis B vaccination. Hepatitis B vaccine is administered to children at 0, 1 and 6 months of age according to the national schedule. There is a high rate of protective antibody (anti-HBs) development after hepatitis B vaccination. We conducted the study to investigate how the hepatitis B surface antibody (anti-HBs) positivity rates and the titers change over time in childhood following vaccination. Patients who presented at the general pediatric outpatient clinic of Yenimahalle Education and Training Hospital and the HBsAg and anti-HBs titers were tested for any reason between July 2011 and May 2018 were retrospectively evaluated. The cutoff level for protection by the anti-HBs titer was accepted as >/=10 mIU/mL with lower levels indicating no protection. Anti-HBs positivity was compared by age group. Anti-HBs levels were studied in 4326 children. The mean age of the included in the study was 127 +/- 62 months. A protective anti-HBs level (>/=10 mIU/mL) was present in 2292 children (69.2%). The highest anti-HBs antibody positivity rate was in the under 3 years' age group. The positivity rate significantly decreased after age 7 years. The HBsAg level was determined in all children in the study and five had a positive result. In conclusion, our study found that the anti-HBs positivity rate and the anti-HBs level decreased with age. However, the anti-HBs antibody result remained positive in more than half of the children."
Improving Timeliness of Hepatitis B Vaccine Birth Dose Administration.,"BACKGROUND AND OBJECTIVES: When given within 24 hours of birth, the hepatitis B vaccine is up to 90% effective in preventing perinatal infection. The American Academy of Pediatrics now recommends administration within 24 hours for infants with a birth weight >2 kg, but a national benchmark for compliance with this time frame has not been established. We aimed to increase the monthly average of eligible newborns receiving the vaccine on time from 40% to 80% over a 9-month period. METHODS: A series of plan-do-study-act cycles were conducted to improve timeliness of hepatitis B vaccine birth dose administration among newborns in the level 1 nursery at our academic community hospital. Interventions included staff education, nurse-driven consent and vaccine ordering, and earlier initial newborn assessments performed by nursing staff. Our primary outcome was the monthly percentage of newborns receiving the vaccine within 24 hours of birth, and our secondary outcome was the frequency of nonvaccination events. Statistical process control was used to analyze the effectiveness of interventions. RESULTS: Our mean monthly rate of vaccine administration within the 24-hour time frame increased from 40% to 92%. Predischarge vaccination rate improved from a mean of 13 to 61 cases between infants discharged without vaccination. CONCLUSIONS: Nurse-led interventions, including the ability to obtain consent and incorporation of the vaccine into our nurse-activated admission order set, were significant contributors to improvement in the timeliness of hepatitis B vaccine administration. We propose a mean of 90% compliance with the American Academy of Pediatrics recommendations as a benchmark for other institutions."
Immune response to hepatitis B vaccine: An evaluation.,"Background: Hepatitis B virus infection is a major public health problem in India, and all health-care workers (HCWs) need to be immunized to prevent occupational exposure. This study was done to find the hepatitis B vaccination rates, immune response, and predictors of titer <10 mIU/ml among students and HCWs of a tertiary care institution in the state of Kerala. Materials and Methods: This was a cross-sectional study conducted in the Department of Microbiology, Government TD Medical College, Alappuzha, Kerala, India, for a period of 1(1/2) years between January 1, 2016, and June 30, 2017. Vaccination rates were collected through a screening proforma. Of the 1321 participants who filled the screening proforma, 5 ml of blood was collected aseptically from 579 participants who were fully vaccinated (all the three doses of vaccine) and stored at -20 degrees C until antibody to hepatitis B surface antigen (anti-HBs) assay was done using Microlisa (Biorad). Data were analyzed using SPSS for Windows, version 16.0. (SPSS Inc., Chicago, IL, USA) (trial version). Statistical Analysis: Descriptive data were expressed using frequencies and percentages, and Chi-square test was applied to find the association between antibody titer <10 mIU/ml and independent variables. Results: Of the 1321 participants who filled up the screening proforma, the vaccination rate was 72.6%. Majority of the participants, i.e. 83.5% of doctors, 81.1% of nurses, 69.7% of students, and 21.4% of technicians, had taken all the three doses of hepatitis B vaccine. Of the fully vaccinated (n = 959) participants, 76.9% had the vaccination during adulthood and only 26.1% had it during childhood. The correlate of protection was defined as the presence of anti-HBs >/=10 mIU/ml. The mean antibody titer was 448 +/- 284.97 mIU/ml ranging from 9.8 to 2000. Of the 579 participants whose titer was checked, 71 (12.3%) had a nonprotective titer of <10 mIU/ml. We found that age >35 (odds ratio [OR]: 3.85, 95% confidence interval [CI]: 2.12-6.99]), last dose >10 years (OR: 5.01, 95% CI: 2.94-8.55), no boosters or revaccination (OR: 2.94, 95% CI: 1.42-6.07), and body mass index (BMI) >25 (OR: 2.51, 95% CI: 1.44-3.39) were associated with nonprotective titer. Conclusion: More than a quarter of the study population who were at high risk of exposure were unvaccinated or partially vaccinated. Even after taking the full course of hepatitis B vaccine, 12.3% had titer <10 mIU/ml. Nonprotective titer was found to be associated with age >35 years, last dose taken >10 years ago, no boosters/revaccination, and BMI >/=25."
"Assessment of immunogenicity and safety across two manufacturing lots of a 3-antigen hepatitis B vaccine, Sci-B-Vac(R), compared with Engerix-B(R) in healthy Asian adults: A phase 3 randomized clinical trial.","BACKGROUND: Sci-B-Vac(R), a 3-antigen hepatitis B vaccine (3A-HBV), contains all three recombinant hepatitis B virus (HBV) envelope proteins (S, pre-S1, and pre-S2). In 2005, 3A-HBV manufacturing transferred facilities (A to B), where it continues to be manufactured. METHODS: This phase 3, single-blind, randomized study, conducted at one site in Vietnam, compared efficacy and safety among two 3A-HBV lots, lot A and lot B, and a single-antigen hepatitis B vaccine (1A-HBV), Engerix-B(R). Primary objective was to demonstrate equivalence at day 210 of two 3A-HBV lots in seroprotection rate (SPR; defined as percentage of participants achieving hepatitis B surface antigen antibody [anti-HBs] titers >/= 10 mIU/mL). Secondary objectives were assessing immunogenicity at days 180, 210, and 360, and safety of 3A-HBV. RESULTS: 3A-HBV SPR equivalence was demonstrated at day 210 (lot A: 97.3% [95% CI: 92.4%, 99.4%] vs. lot B: 100.0% [97.0%, 100.0%]). Compared to 1A-HBV, lot B SPR was higher at day 180 (98.3% vs. 81.2%; difference: 17.1% [9.7%, 24.6%]) and non-inferior at day 210 (100% vs. 98.3%; difference: 1.7% [-0.6%, 4.1%]). 3A-HBV lot B showed the same SPR after 2 doses (98.3%) as 1A-HBV after 3 doses (98.3%). Adverse events (AEs) were comparable with both 3A-HBV lots (lot A: 68.7% vs. lot B: 54.2%), but higher than 1A-HBV (35.3%). Vaccination-related AEs included transient injection site pain (38.9%), myalgia (9.3%), and fatigue (7.5%). Eight serious AEs were reported (lot A: 3/134 [2.2%]; lot B: 1/134 [0.8%]; 1A-HBV: 4/133 [2.3%]). One serious AE, syncope, was noted as probably related to study vaccine, lot B. CONCLUSIONS: The two 3A-HBV lots had equivalent immunogenicity, but lot B elicited faster onset of seroprotection and higher anti-HBs titers than both lot A and 1A-HBV in an Asian population. This supports 3A-HBV lot B as an effective choice for HBV vaccination, with a favorable safety profile. ClinicalTrials.gov: NCT04531098."
Hepatitis B Awareness and Vaccination Patterns among Healthcare Workers in Africa.,"Hepatitis B virus (HBV) vaccination patterns and the understanding of its risks among healthcare workers (HCWs) is a critical step to decrease transmission. However, the depth of this understanding is understudied. We distributed surveys to HCWs in 12 countries in Africa. Surveys had nine multiple-choice questions that assessed HCWs' awareness and understanding of HBV. Participants included consultants, medical trainees, nurses, students, laboratory personnel, and other hospital workers. Surveys were completed anonymously. Fisher's exact test was used for analysis, with a P-value of < 0.05 considered significant; 1,044 surveys were collected from Kenya, Egypt, Sudan, Tanzania, Ethiopia, Uganda, Malawi, Madagascar, Nigeria, Cameroon, Ghana, and Sierra Leone. Hepatitis B virus serostatus awareness, vaccination rate, and vaccination of HCWs' children were 65%, 61%, and 48%, respectively. Medical trainees had higher serostatus awareness, vaccination rate, and vaccination of their children than HCWs in other occupations (79% versus 62%, P < 0.001; 74% versus 58%, P < 0.001; and 62% versus 45%, P = 0.006, respectively). Cost was cited as the most frequent reason for non-vaccination. West African countries were more aware of their serostatus but less often vaccinated than East African countries (79% versus 59%, P < 0.0001 and 52% versus 60%, P = 0.03, respectively). West African countries cited cost as the reason for non-vaccination more than East African countries (59% versus 40%, P = 0.0003). Our study shows low HBV serostatus awareness and vaccination rate among HCWs in Africa, and reveals gaps in the perception and understanding of HBV prevention that should be addressed to protect HCWs and improve their capacity to control HBV infection."
Immunity to Hepatitis B is Undetectable in the Majority of Adolescents and Young Adults Seeking Outpatient Medication Treatment for Opioid Use Disorder.,"OBJECTIVE: To assess prevalence and predictors of hepatitis B immune status among adolescents and young adults (AYA) seeking outpatient medication treatment for opioid use disorder (MOUD). STUDY DESIGN: A retrospective medical chart review was conducted of AYA seeking MOUD between January 1, 2013 through December 31, 2015. Inclusion criteria included: diagnosis of opioid use disorder according to the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition; received hepatitis serologic testing; and no evidence of prior or current hepatitis B infection. Hepatitis B immunization initiation was defined as a record of at least 1 hepatitis B vaccination; while receipt of at least 3 vaccinations indicated immunization completion. The presence of hepatitis B surface antibody (anti-HBs) was the primary outcome measure. RESULTS: Of the 193 patients that met eligibility criteria, the presence of anti-HBs was evident in 62 (32.1%). Hepatitis B immunization initiation and completion before presenting for MOUD was documented in 102 (52.9%) and 84 (43.5%). In multivariable logistic regression modeling, hepatitis B immunization initiation after infancy was associated with increased odds of having protective anti-HBs relative to immunization series initiation in infancy (OR 8.96, 95% CI 1.57-51.05). Completion of hepatitis B immunization series after infancy as compared to completion in infancy also increased the odds of protective anti-HBs (OR, 6.68, 95% CI 2.10-21.24). CONCLUSIONS: Rates of immunity to hepatitis B were low in AYA seeking MOUD. It is important to immunize patients seeking MOUD for hepatitis B and follow up with checks for seroconversion."
"HBV evolution and genetic variability: Impact on prevention, treatment and development of antivirals.","Hepatitis B virus (HBV) poses a major global health burden with 260 million people being chronically infected and 890,000 dying annually from complications in the course of the infection. HBV is a small enveloped virus with a reverse-transcribed DNA genome that infects hepatocytes and can cause acute and chronic infections of the liver. HBV is endemic in humans and apes representing the prototype member of the viral family Hepadnaviridae and can be divided into 10 genotypes. Hepadnaviruses have been found in all vertebrate classes and constitute an ancient viral family that descended from non-enveloped progenitors more than 360 million years ago. The de novo emergence of the envelope protein gene was accompanied with the liver-tropism and resulted in a tight virus-host association. The oldest HBV genomes so far have been isolated from human remains of the Bronze Age and the Neolithic (~7000 years before present). Despite the remarkable stability of the hepadnaviral genome over geological eras, HBV is able to rapidly evolve within an infected individual under pressure of the immune response or during antiviral treatment. Treatment with currently available antivirals blocking intracellular replication of HBV allows controlling of high viremia and improving liver health during long-term therapy of patients with chronic hepatitis B (CHB), but they are not sufficient to cure the disease. New therapy options that cover all HBV genotypes and emerging viral variants will have to be developed soon. In addition to the antiviral treatment of chronically infected patients, continued efforts to expand the global coverage of the currently available HBV vaccine will be one of the key factors for controlling the rising global spread of HBV. Certain improvements of the vaccine (e.g. inclusion of PreS domains) could counteract known problems such as low or no responsiveness of certain risk groups and waning anti-HBs titers leading to occult infections, especially with HBV genotypes E or F. But even with an optimal vaccine and a cure for hepatitis B, global eradication of HBV would be difficult to achieve because of an existing viral reservoir in primates and bats carrying closely related hepadnaviruses with zoonotic potential."
Rapid and high seroprotection rates achieved with a tri-antigenic Hepatitis B vaccine in healthy young adults: Results from a Phase IV study.,"BACKGROUND: Sci-B-Vac(R) is a tri-antigenic recombinant Hepatitis B vaccine (TAV) containing the small (s), medium (pre-S2) and large (pre-S1) hepatitis B surface (HBs) antigens. To comply with vaccine licensure, a new reference standard batch was qualified by characterizing the seroprotection rate (SPR) for anti-HBs titers >/=10 mIU/mL, following vaccination. METHODS: Ninety-one healthy adults aged 20-40 years were enrolled in an open label, single-arm phase IV study receiving three IM doses of 10 mug TAV at 0, 1 and 6 months. Immunogenicity was evaluated monthly and at 7, 9 and 12 months. The primary endpoint to qualify the reference standard was an SPR >/=95% by month 7. Secondary endpoints were proportion of high responders (anti-HBs titers >/=100 mIU/mL) and geometric mean concentrations (GMC) of HBs antibodies each month. Participants were followed for safety to month 12. RESULTS: The primary endpoint was met 2 months after the second dose at month 3 [SPR 98.8%; 95% CI: 93.7%, 99.7%]. Proportion of high responders at months 3 and 7 were 81.4% and 97.6%, respectively. GMC at months 3 and 7 were 413.6 mIU/mL and 6799.9 mIU/mL, respectively. TAV was safe and well-tolerated. CONCLUSIONS: The new reference standard batch of TAV was qualified successfully, demonstrating efficacy, a favorable safety profile and a rapid onset of seroprotection, including after two vaccine doses. Clinical trial registry: NCT04179786."
Prevention of Hepatitis B Virus Infection and Liver Cancer.,"Hepatocellular carcinoma (HCC) is one of the five leading causes of cancer death in human. Hepatitis B virus (HBV) is the most common etiologic agent of HCC in the world. Prevention is the best way to control cancer. There are three levels of liver cancer prevention, i.e., primary prevention by HBV vaccination targeting the general population starting from birth dose, secondary prevention by antiviral agent for high-risk subjects with chronic HBV infection, and tertiary prevention by antiviral agent to prevent recurrence for patients who have been successfully treated for liver cancer. Primary prevention by hepatitis B vaccination is most cost effective, the cancer preventive efficacy support it as the first successful example of cancer preventive vaccine in human. Addition of hepatitis B immunoglobulin immediately after birth and antiviral agent during the third trimester of pregnancy to block mother-to-infant transmission of HBV are existing or possible emerging strategies to enhance the prevention efficacy of HBV infection and its related liver cancer. Secondary prevention with current antiviral agents may reduce the risk or delay the onset of HCC development, but could not eradicate HBV infection and HCC. Better antiviral therapeutic agents are needed for better secondary prevention."
Lamivudine,"Lamivudine has been well studied in HIV-positive nursing mothers and appears to be well tolerated by their breastfed infants. It has not been studied in HIV-negative nursing mothers being treated for hepatitis B infection, but the low doses used would not be expected to cause any serious adverse effects in breastfed infants. The manufacturer estimates that a breastfed infant's dose would be about 6% of the infant dose for children over 2 years of age. An expert review of available data concluded that there is currently no justification for contraindicating the use of lamivudine for hepatitis B therapy during breastfeeding.[1] Some professional organization guidelines allow breastfeeding during lamivudine therapy, although one guideline cautions against it because of a lack of long-term safety data.[2-4] The lack of long-term safety data with long-term, low-level infant exposure should be discussed with the mother.[2] No differences exist in infection rates between breast-fed and formula-fed infants born to hepatitis B-infected women, as long as the infant receives hepatitis B immune globulin and hepatitis B vaccine at birth. Mothers with hepatitis B are encouraged to breastfeed their infants after their infants receive these preventative measures.[5,6]"
Serological response with Heplisav-B(R) in prior Hepatitis B vaccine non-responders living with HIV.,"BACKGROUND: As people living with HIV (PLWH) are at risk for contracting Hepatitis B Virus (HBV), they should be screened for HBV and vaccinated if not immune. Seroconversion rates in PLWH receiving traditional recombinant HBV vaccines (Engerix-B(R) and Recombivax-HB(R)) have historically been low with at most 70% achieving immunity. In 2017, a recombinant, adjuvanted HBV vaccine (Heplisav-B(R)) was approved for use in HIV-negative patients. Heplisav-B(R) has shown superior seroprotection in this population compared to Engerix-B(R) and Recombivax-HB(R), as well as interim analysis showing higher seropositivity rates in patients undergoing dialysis. However, its efficacy in PLWH is currently unknown. This study evaluates the rate of seroconversion following Heplisav-B(R) administration in PLWH with previous HBV vaccination failure. METHODS: Retrospective, cross-sectional study at The Brooklyn Hospital Center's HIV primary care clinic in Brooklyn, NY. HIV-positive adults who received at least two doses of Heplisav-B(R) and had previously failed to seroconvert after vaccination with Engerix-B(R) or Recombivax-HB(R) were included. The primary outcome is the percentage of PLWH who became seropositive following Heplisav-B(R). RESULTS: A total of 67 patients met the inclusion criteria. Twenty-five (37.3%) PLWH had failed at least 2 courses of recombinant vaccines. Fifty-eight (86.6%) PLWH became seropositive (Anti-HBs > 10 mIU/mL) at least two months after completing Heplisav-B(R). For the 9 (13.4%) patients that did not develop immunity, 3 (33%) had a detectable HIV RNA and 3 (33%) had a CD4 count < 200 cells/uL(3). CONCLUSIONS: Heplisav-B(R) was highly effective in achieving immunity to HBV in PLWH who failed non-adjuvanted recombinant vaccines."
Engineered therapeutic nanovaccine against chronic hepatitis B virus infection.,"Chronic hepatitis B (CHB), caused by persistent hepatitis B virus (HBV) infection, significantly increases the risk of leading to liver diseases. Despite the successful development and implementation of HBV prophylactic vaccines for several decades, the development of therapeutic vaccine, a substantially potential strategy to eradicate HBV and achieve CHB cure, remains a great challenge. Herein, we applied flash nanocomplexation (FNC) technology to prepare nanovaccines with narrow size distribution and high encapsulation via the charge complexation between chitosan and heparin to encapsulate recombinant hepatitis B virus surface antigen (rHBsAg) or core antigen (rHBcAg), with CpG as adjuvant. The two nanovaccines enhanced the uptake of antigen and adjuvant into Raw264.7 cells and their co-administration further promoted maturation and activation of bone marrow-derived dendritic cells (BMDCs). Meanwhile, they exhibited excellent lymph nodes (LNs) targeting ability, draining to proximal and distal LNs with prolonged retention time, following subcutaneous injection. Co-administered nanovaccines could break immune tolerance and restore HBV-specific immune responses. In a mouse model of CHB, 90% and 80% of mice achieved hepatitis B virus surface antigen (HBsAg) seroclearance and hepatitis B virus surface antibody (HBsAb) seroconversion, respectively. Moreover, the vaccines induced long-term immune memory in HBV-cured mice to protect them from HBV reinfection. Thus, this work offers a promising and translational alternative for therapeutic CHB vaccine."
