Title,Abstract
Tenofovir Versus Entecavir on Recurrence of Hepatitis B Virus-Related Hepatocellular Carcinoma After Surgical Resection.,"BACKGROUND AND AIMS: Studies have suggested that tenofovir disoproxil fumarate (TDF) treatment is associated with a significantly lower risk of hepatocellular carcinoma (HCC) occurrence when compared with entecavir (ETV) therapy in patients with chronic hepatitis B. We aimed to compare HCC recurrence and survival of patients treated with TDF or ETV after surgical resection for hepatitis B virus (HBV)-related HCC. APPROACH AND RESULTS: This historical cohort study included 1,695 consecutive patients treated with ETV (n = 813) or TDF (n = 882) after curative-intent hepatectomy for HBV-related HCC of Barcelona Clinic Liver Cancer stage 0 or A in Korea between 2010 and 2018. HCC recurrence and overall survival of patients were compared between ETV and TDF groups by propensity score-matched and multivariable-adjusted Cox regression analyses from the date of hepatectomy for HCC. The mean age of the study patients was 54.8 years, and 1,294 patients (76.3%) were male. During the median follow-up duration of 37.6 months with continued ETV or TDF therapy, 561 (33.1%) patients developed HCC recurrence, 144 (8.4%) died, and 22 (1.3%) received liver transplant. Compared with ETV, TDF therapy was associated with significantly higher recurrence-free (P = 0.02) and overall survival (P = 0.03) rates by propensity score-matched analysis. By multivariable-adjusted analysis, the TDF group was associated with significantly lower rates of HCC recurrence (hazard ratio [HR], 0.82; 95% confidence interval, 0.68-0.98; P = 0.03), and death or transplantation (HR, 0.62; 95% confidence interval, 0.44-0.88; P = 0.01). TDF therapy was an independent protective factor for both early (<2 years; HR, 0.79; P = 0.03) and late (>/=2 years; HR, 0.68; P = 0.03) postoperative HCC recurrence. CONCLUSIONS: Among patients who underwent curative hepatectomy for HBV-related HCC, TDF therapy was associated with a significantly lower risk of HCC recurrence and better overall patient survival compared with ETV therapy."
"Efficacy of Lenvervimab, a Recombinant Human Immunoglobulin, in Treatment of Chronic Hepatitis B Virus Infection.","The mechanism of action of hepatitis B immunoglobulin (HBIG) for chronic hepatitis B (CHB) treatment is not fully understood. A clinical trial in Japan suggested that HBIG therapy might benefit patients with CHB.(1) Lenvervimab, a recombinant monoclonal HBIG developed by GC Pharma (Yongin, South Korea), has been screened from an anti-HBs-enriched phage-display library cloned from hepatitis B vaccine-boosted human blood cells and was produced in Chinese hamster ovary cells.(2-4)."
Exosomes in Hepatitis B Virus Transmission and Related Immune Response.,"The chronicity of Hepatitis B virus (HBV) infection relates to both viral factors and host factors. HBV could result in persistent infection and even serious liver disease, including chronic hepatitis B (CHB), cirrhosis and hepatocellular carcinoma (HCC). Although the HBV vaccine can effectively prevent HBV infection, chronic HBV infection still endangers human health and results in a large social burden. Moreover, the mechanisms underlying the HBV-mediated imbalance of the immune response and persistent infection are not fully understood. Exosomes are extracellular vesicles (EVs) 40-160 nm in size that are released from many cells and transfer specific functional RNAs, proteins, lipids and viral components from donor to recipient cells. These exosome nanovesicles are associated with various biological processes, such as cellular homeostasis, immune response and cancer progression. Besides, previous studies on exosomes have shown that they take part in viral pathogenicity due to the similarity in structure and function between exosomes and enveloped viruses. Moreover, exosome as a novel immunomodulatory carrier plays a significant role in viral immunology. In this review, we focus on the latest progress in understanding the role of exosomes in HBV transmission as well as their vital roles in immune regulation during HBV infection. Furthermore, we discuss the potential clinical applications of exosomes in hepatitis B infection, including the use of exosomes in the auxiliary diagnosis and treatment of hepatitis B."
Treatment of Chronic Hepatitis C in Adolescent Patients With Positive HBsAg or With Occult Hepatitis B: Is the Risk of Hepatitis B Reactivation Significant?,"BACKGROUND: Reactivation of hepatitis B virus (HBV) infection in patients treated for chronic hepatitis C (HCV) with direct-acting antiviral agents has emerged recently as an important safety issue; however, it has not been adequately studied in pediatric age groups. We aimed to evaluate this risk in adolescent patients infected with chronic HCV and positive for HBsAg and HBcAbs. PATIENTS AND METHODS: One hundred and fifteen adolescent patients from 12 to 17 years of age, infected with chronic HCV and positive for HBcAbs with or without HBsAg were included in this study. All patients were treated with 1 tablet daily of the fixed-dose combination sofosbuvir/ledipasvir for 12 weeks. Patients were closely monitored throughout the study for virus load, liver functions, and other safety and efficacy outcome measures. RESULTS: The sustained virologic response 12 (SVR12) rates were 96.7% (95% confidence interval: 88.6-99.1%) in HBsAg positive group and 98.2% (95% confidence interval: 90.4-99.7%) in HBsAg negative with HBcAbs positive group. Throughout the treatment period and the 12 weeks follow-up after treatment, there has been no single case in both HBsAg negative or positive that showed any manifestation of reactivation of hepatitis B, detected levels of HBV-DNA, or deterioration of liver functions. CONCLUSION: No HBV reactivation was observed in adolescents treated for chronic HCV with direct-acting antiviral agents in our study, in both HBsAg positive or occult hepatitis B. Although results are reassuring, we still recommend close monitoring of liver functions to not miss even rare cases of such a potentially serious condition."
"Splenic marginal zone lymphoma associated with hepatitis B virus infection, remission after viral treatment, and splenectomy: A case report and review of the literature.","We report the case of a patient diagnosed with a splenic marginal zone lymphoma with a simultaneous finding of hepatitis B virus infection, who responded to antiviral treatment and splenectomy. We highlighted this association described in the literature and its possible causal role, as well as the available therapeutic choices."
Safe and successful treatment of refractory polyarteritis nodosa with tocilizumab in a patient with past hepatitis B virus infection: a case-based review.,"Polyarteritis nodosa is a primary systemic necrotizing vasculitis whose evolution follows, in many cases, a chronic remitting-recurrent course with refractoriness to conventional immunosuppressants. We report here the clinical case of a 75-year-old patient with serologies suggestive of past hepatitis B virus infection who presented a flare of polyarteritis nodosa with great secondary functional impairment. She had not responded to several previous immunosuppressants and required high doses of glucocorticoids to control the flare. After the initiation of biological therapy with tocilizumab, the patient experienced a rapid and marked clinical and analytical improvement, going into clinical remission and being able to remarkably lower the corticosteroid dose and stop the rest of the immunosuppressants. There was no evidence of hepatitis B virus reactivation or changes in the titers of any of the parameters related to the aforementioned infection. This clinical case represents the first case reported in the literature about the successful and safe treatment of polyarteritis nodosa with tocilizumab in a patient with serologies suggestive of past hepatitis B virus infection."
Management of hepatitis B virus infection in patients with inflammatory bowel disease under immunosuppressive treatment.,"Hepatitis B remains a significant global clinical problem, despite the implementation of safe and effective vaccination programs. The prevalence of hepatitis B virus (HBV) in patients with inflammatory bowel disease (IBD) largely follows the regional epidemiologic status. Serological screening with hepatitis B surface antigen (HBsAg), and antibodies to hepatitis B surface (anti-HBs) and core (anti-HBc) proteins is a key element in the management of IBD patients and, ideally, should be performed at IBD diagnosis. Stratification of individual cases should be done according to the serologic profile and the IBD-specific treatment, with particular emphasis in patients receiving immunosuppressive regimens. In patients who have not contracted HBV, vaccination is indicated to accomplish protective immunity. Vaccination in immunosuppressed patients, however, is a challenging issue and several strategies for primary and revaccination have been proposed. The risk of HBV reactivation in patients with IBD should be considered in both HBsAg-positive and HBsAg-negative/anti-HBc-positive patients, when immunosuppressive therapies are administered. HBV reactivation is preventable via the administration of prophylactic nucleot(s)ide analogues and should be the standard approach in HBsAg-positive patients. HBsAg-negative/anti-HBc-positive patients represent a non-homogeneous group and bear a significantly lower risk of HBV reactivation. Biochemical, serological and molecular monitoring is currently the recommended approach for anti-HBc patients. Acute HBV infection is rarely reported in IBD patients. In the present review, we outline the problems associated with HBV infection in patients with IBD and present updated evidence for their management."
Pharmacotherapy options for managing hepatitis B in children.,"INTRODUCTION: To eliminate viral hepatitis by 2030, the World Health Organization (WHO) launched the first global health sector strategy on viral hepatitis, with particular focus given to hepatitis B and C in 2016. To achieve the reduction of mortality in children, it is indispensable to know which children should be treated and how to treat them. AREA COVERED: In this article, the authors review the antiviral treatment of children with chronic hepatitis B virus (HBV) infection including antivirals available for children with chronic HBV infection. EXPERT OPINION: The approvals of nucleos(t)ide analogues (NAs) and pegylated interferon (PEG-IFN) for children have lowered a hurdle to the initiation of antiviral treatment in children. The international guidelines use nearly the same criteria of antiviral treatment for children with chronic HBV infection, but the WHO guidelines provide a cautious stance on the antiviral treatment of children. Not only PEG-IFN but also NAs with a high genetic barrier to drug resistance should be the first-line treatment for children. In settings with limited medical resources, NAs can be the first-line treatment for children. Although the concept of an 'immune-tolerant phase' is challenged, evidence is not sufficient to recommend the treatment of HBeAg-positive immune-tolerant children."
Humanized anti-CD19 chimeric antigen receptor-T cell therapy is safe and effective in lymphoma and leukemia patients with chronic and resolved hepatitis B virus infection.,"Chimeric antigen receptor-T (CAR-T) cell therapy is a promising treatment for CD19(+) B-cell malignancies. However, elimination of B cells by anti-CD19 CAR-T cells may lead to the reactivation of hepatitis B virus (HBV) and related hepatitis in patients with HBV infection. This study aims to evaluate the safety and efficacy of humanized anti-CD19 CAR-T (hCAR-T) therapy in B-cell malignancies with HBV infection. Twenty relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL) and acute lymphoblastic leukemia (ALL) patients with HBV infection were treated with hCAR-T therapy. Among them, five hepatitis B antigen-positive patients who received antiviral prophylaxis did not develop HBV reactivation, including two patients who received both hCAR-T and allogeneic hematopoietic stem cell transplantation (allo-HSCT). Among 15 patients with resolved HBV infection, two received antiviral prophylaxis, and the other 13 did not experience HBV reactivation without antiviral prophylaxis. One patient with resolved HBV infection experienced HBV reactivation 6 months after hCAR-T therapy and sequential allo-HSCT. Moreover, HBV infection did not affect in vivo expansion of hCAR-T cells or increase the risk of severe cytokine release syndrome. In conclusion, hCAR-T therapy is safe and effective in DLBCL and ALL patients with chronic and resolved HBV infection under proper antiviral prophylaxis."
Biomarkers for hepatitis B virus replication: an overview and a look to the future.,"INTRODUCTION: Hepatitis B virus (HBV) infection is a major public health issue but there are no powerful drugs to eradicate the virus. HBV markers including HBsAg, HBcrAg, HBV RNA, HBcAb, and HBV DNA are becoming promising biomarkers to reflect the natural phases of chronic HBV infection and predict the outcome of anti-HBV treatment. AREAS COVERED: The authors summarized the biomarkers of HBV replication and presented the current advances of these biomarkers on predicting the outcome of anti-HBV treatment and identifying the progression of chronic HBV infection. EXPERT OPINION: HBsAg, HBcrAg, HBV RNA, HBcAb, and HBV DNA are noninvasive and feasible biomarkers for monitoring the process of anti-HBV therapy and predicting the progress of HBV infection. However, there are still no strong biomarkers with high sensitivity and specificity for clinical application. Combination of two or more HBV biomarkers, new technique for measuring HBV cccDNA, and searching novel HBV biomarkers are essential for anti-HBV treatment in the future."
Hepatitis B related dilemmas in the renal unit.,"Testing for hepatitis B in dialysis patients is routine, but newer and more sensitive detection methods mean that there is sometimes confusion around viral loads and occult infection. There are frequently difficult choices surrounding isolation and treatment. Here we describe the use of HBV serology and DNA testing in decisions around patients with end-stage renal disease. We also suggest isolation decisions based on our current understanding of the virus and its infectivity."
"Prophylaxis, diagnosis and therapy of infections in patients undergoing high-dose chemotherapy and autologous haematopoietic stem cell transplantation. 2020 update of the recommendations of the Infectious Diseases Working Party (AGIHO) of the German Society of Hematology and Medical Oncology (DGHO).","To ensure the safety of high-dose chemotherapy and autologous stem cell transplantation (HDC/ASCT), evidence-based recommendations on infectious complications after HDC/ASCT are given. This guideline not only focuses on patients with haematological malignancies but also addresses the specifics of HDC/ASCT patients with solid tumours or autoimmune disorders. In addition to HBV and HCV, HEV screening is nowadays mandatory prior to ASCT. For patients with HBs antigen and/or anti-HBc antibody positivity, HBV nucleic acid testing is strongly recommended for 6 months after HDC/ASCT or for the duration of a respective maintenance therapy. Prevention of VZV reactivation by vaccination is strongly recommended. Cotrimoxazole for the prevention of Pneumocystis jirovecii is supported. Invasive fungal diseases are less frequent after HDC/ASCT, therefore, primary systemic antifungal prophylaxis is not recommended. Data do not support a benefit of protective room ventilation e.g. HEPA filtration. Thus, AGIHO only supports this technique with marginal strength. Fluoroquinolone prophylaxis is recommended to prevent bacterial infections, although a survival advantage has not been demonstrated."
Viral hepatitis B and C in HIV-exposed South African infants.,"BACKGROUND: Whilst much attention is given to eliminating HIV mother-to-child transmission (MTCT), little has been done to ensure the same for hepatitis B virus (HBV) transmission. The introduction of HBV immunization at six weeks of age has reduced HBV horizontal transmission in South Africa. However, in order to eliminate HBV MTCT, further interventions are needed. The risk of hepatitis C virus (HCV) MTCT in HIV-infected (HIV+) African women is not yet well described. This study aimed to determine the rate of HBV and HCV vertical transmission in HIV-exposed infants in South Africa. METHODS: Serum samples from infants enrolled in an isoniazid prevention study (P1041) were screened for HBV and HCV serology markers; screening was performed on samples collected at approximately 60 weeks of age of the infants. HBV DNA was quantified in HBsAg positive samples and HBV strains characterized through gene sequencing. All HCV antibody samples with inconclusive results underwent molecular testing. RESULTS: Three of 821 infants were positive for both HBsAg and HBV DNA. All HBV strains belonged to HBV sub-genotype A1. The rtM204I mutation associated with lamivudine resistance was identified in one infant, a second infant harboured the double A1762T/G1764A BCP mutation. Phylogenetic analysis showed clustering between mother and infant viral genomic sequences. Twenty-one of 821 HIV-exposed infants tested had inconclusive HCV antibody results, none were HCV PCR positive. CONCLUSIONS: This study suggests that HBV vertical transmission is likely to be occurring in HIV-exposed infants in South Africa.. A more robust strategy of HBV prevention, including birth dose vaccination, is required to eradicate HBV MTCT. HCV infection was not detected."
Harnessing adiposederived stem cells to release specialized secretome for the treatment of hepatitis B.,"Mesenchymal stem cells (MSCs) have the function of repairing damaged tissue, which is known to be mediated by the secretome, the collection of secretory materials shed from MSCs. Adjusting the culture conditions of MSCs can lead to a significant difference in the composition of the secretome. It was hypothesized that presensitization of MSCs with specific diseasecausing agents could harness MSCs to release the therapeutic materials specialized for the disease. To validate this hypothesis, the present study aimed to generate a 'diseasespecific secretome' for hepatitis caused by hepatitis B virus using hepatitis BX antigen (HBx) as a diseasecausing material. Secretary materials (HBxIS) were collected following the stimulation of adiposederived stem cells (ASCs) with 100fold diluted culture media of AML12 hepatocytes that had been transfected with pcDNAHBx for 24 h. An animal model of hepatitis B was generated by injecting HBx into mice, and the mice were subsequently intravenously administered a control secretome (CS) or HBxIS. Compared with the CS injection, the HBxIS injection significantly reduced the serum levels of interleukin6 and tumor necrosis factoralpha (proinflammatory cytokines). Western blot analysis and immunohistochemistry of the liver specimens revealed that the HBxIS injection led to a higher expression of liver regenerationrelated markers, including hepatocyte growth factor and proliferating cell nuclear antigen, a lower expression of proapoptotic markers, such as cleaved caspase 3 and Bim in mouse livers, and a lower expression of proinflammatory markers (F4/80 and CD68) compared to the CS injection. HBxIS exhibited higher liver regenerative, antiinflammatory and antiapoptotic properties, particularly in the mouse model of hepatitis B compared to CS. This suggests that the secretome obtained by stimulating ASCs with diseasecausing agents may have a more prominent therapeutic effect on the specific disease than the naive secretome."
Paediatric hepatitis B and hepatitis C virus infections: An observational study of a Danish cohort.,"AIM: The aim of this study was to describe the epidemiological and clinical characteristics in children with either chronic hepatitis B virus (HBV) or hepatitis C virus (HCV) infection in Denmark. METHODS: In this observational study, children and adolescents with either chronic HBV or HCV infection followed at the largest paediatric departments in Denmark between 2001 and 2013 were included. Data collection included as well epidemiological data as clinical data like virus genotype, viral load, serological markers, liver biochemistry, liver elastography and histology if available. RESULTS: The study included 131 children. None of the patients had decreased liver function or end-stage liver disease during follow-up. Ten of the 18 children who underwent liver biopsy had signs of fibrosis. Thirteen (11%) children with HBV and one (7%) child with HCV received treatment. Different indications and different treatment regimens were used. CONCLUSION: This study confirms that chronic HBV and HCV infections are often mild diseases during childhood. Nevertheless, children are at higher risk of serious liver disease early in life because of the early time of infection and probably also because of the high viral loads."
Intracellular interferon signalling pathways as potential regulators of covalently closed circular DNA in the treatment of chronic hepatitis B.,"Infection with the hepatitis B virus (HBV) is still a major global health threat as 250 million people worldwide continue to be chronically infected with the virus. While patients may be treated with nucleoside/nucleotide analogues, this only suppresses HBV titre to sub-detection levels without eliminating the persistent HBV covalently closed circular DNA (cccDNA) genome. As a result, HBV infection cannot be cured, and the virus reactivates when conditions are favorable. Interferons (IFNs) are cytokines known to induce powerful antiviral mechanisms that clear viruses from infected cells. They have been shown to induce cccDNA clearance, but their use in the treatment of HBV infection is limited as HBV-targeting immune cells are exhausted and HBV has evolved multiple mechanisms to evade and suppress IFN signalling. Thus, to fully utilize IFN-mediated intracellular mechanisms to effectively eliminate HBV, instead of direct IFN administration, novel strategies to sustain IFN-mediated anti-cccDNA and antiviral mechanisms need to be developed. This review will consolidate what is known about how IFNs act to achieve its intracellular antiviral effects and highlight the critical interferon-stimulated gene targets and effector mechanisms with potent anti-cccDNA functions. These include cccDNA degradation by APOBECs and cccDNA silencing and transcription repression by epigenetic modifications. In addition, the mechanisms that HBV employs to disrupt IFN signalling will be discussed. Drugs that have been developed or are in the pipeline for components of the IFN signalling pathway and HBV targets that detract IFN signalling mechanisms will also be identified and discussed for utility in the treatment of HBV infections. Together, these will provide useful insights into design strategies that specifically target cccDNA for the eradication of HBV."
Hepatitis b infection: progress in identifying patients most likely to respond to peginterferon alfa.,"Introduction: Despite the disadvantage of side effects, pegylated interferon alpha (Peg-IFN alpha) remains an indispensable agent for chronic hepatitis B (CHB) due to its immunomodulatory effect. The selection of a patient most likely to have a favorable response becomes an essential issue for Peg-IFN alpha therapy.Areas covered: Recent progress in the prediction of the treatment response to Peg-IFN alpha.Expert opinion: Before Peg-IFN alpha therapy, baseline host and viral factors, including female sex, younger age, a high alanine aminotransferase level, HBV genotype A or B, and low viral load, predict a favorable response. In addition, on-treatment viral kinetics of hepatitis B surface antigen (HBsAg), e antigen (HBeAg) and HBV DNA help clinicians determine whether to continue or discontinue Peg-IFN alpha therapy. The novel HBV markers hepatitis B core-related antigen and HBV RNA have recently been investigated as useful predictors. The limited efficacy of Peg-IFN alpha monotherapy facilitated the development of new strategies of 'add-on' or 'switch to' Peg-IFN alpha in patients receiving long-term nucleot(s)ide analog treatment, which may lead to an increase in HBeAg and HBsAg loss. In summary, tailored Peg-IFN alpha therapeutic strategies based on predictors extended the landscape for CHB treatment."
Changes in the hepatitis B surface antibody in childhood acute lymphocytic leukaemia survivors after treatment with the CCLG-ALL 2008 protocol.,"Antibody levels after hepatitis B virus (HBV) vaccination may be affected by suppression of the immune system due to cancer therapy. As such, childhood acute lymphocytic leukaemia (ALL) survivors are at risk of HBV infection due to immunosuppression secondary to chemotherapy. However, the hepatitis B surface antibody (HBsAb)-seropositive rate of childhood ALL survivors after chemotherapy is unknown, and the need to revaccinate HBsAb-seronegative ALL survivors is not appreciated in China. To assess the changes in HBsAb before and after chemotherapy, we retrospectively analyzed clinical data from 547 patients treated with the Chinese Children Leukaemia Group (CCLG)-ALL 2008 protocol from 1 April 2008 to 30 August 2019. The results revealed that 416 patients (76.1%) were HBsAb-seropositive at diagnosis, and at the time of the cessation of chemotherapy, 177 patients (32.4%) were HBsAb-seropositive and 370 patients (67.6%) were HBsAb-seronegative. Interestingly, 11 patients who were HBsAb-seronegative at diagnosis converted to seropositive at the time of the cessation of chemotherapy. HBsAb titres were decreased after chemotherapy (P < 0.0001). Further, patients with higher HBsAb titres at diagnosis were more likely to maintain protective antibody titres at the completion of chemotherapy (P < 0.0001). The loss of antibody was more remarkable in younger patients (</= 10 years) both at diagnosis (P = 0.009) and at the completion of chemotherapy (P = 0.006). In summary, this study showed that 67.6% of patients were HBsAb-seronegative at the time of the cessation of chemotherapy, which indicates that ALL survivors are at high risk of HBV. As a result, HBV revaccination after chemotherapy should be highly valued in ALL survivors."
The optimal timing and management of hepatitis B and C in patients with hepatocellular carcinoma.,"Hepatocellular carcinoma (HCC) is the fourth most common cause of cancer related mortality worldwide, with the most common underlying etiologies being chronic hepatitis B and hepatitis C infections. Treatment of these viral hepatidities in the setting of HCC has been debated, and there is increasing study addressing this topic. Patients with advanced HCC of either etiology are unlikely to benefit from antiviral treatments, and futility should be considered prior to starting antiviral therapy. Hepatitis B treatment has demonstrated improved survival, decreased risk of hepatitis B reactivation, and decreased risk of late HCC recurrence. The mainstay treatment of chronic hepatitis B has been nucleos(t)ide analogues (NAs), and in the setting of HCC, entecavir and tenofovir are preferred given their higher potency and barriers to resistance. Those who were already on a NAs at the time of HCC diagnosis should be continued on them regardless of the HCC management planned. Patients who are suitable candidates to start NAs should start them at the time of HCC diagnosis. Direct-acting antivirals (DAAs) are the first line therapies for hepatitis C. Unlike with hepatitis B, those with HCV-associated HCC are recommended to start treatment 3-6 months after complete treatment of their HCC, given lower rates of sustained virologic response (SVR) with active HCC. There are also controversial concerns about DAAs contributing to a more aggressive HCC phenotype, but data are limited by retrospective studies, and more recent retrospective studies are more reassuring. In transplant candidates, starting DAAs may be deferred until after transplant depending on median regional wait times, availability of HCV positive organs, and the degree of the patient's liver dysfunction. Overall, in patients with HCC from hepatitis B or C, treatment of the underlying viral hepatitis should be considered unless advanced stage limits benefits and results in futility."
Transaminase Elevations during Treatment of Chronic Hepatitis B Infection: Safety Considerations and Role in Achieving Functional Cure.,"While current therapies for chronic HBV infection work well to control viremia and stop the progression of liver disease, the preferred outcome of therapy is the restoration of immune control of HBV infection, allowing therapy to be removed while maintaining effective suppression of infection and reversal of liver damage. This ""functional cure"" of chronic HBV infection is characterized by the absence of detectable viremia (HBV DNA) and antigenemia (HBsAg) and normal liver function and is the goal of new therapies in development. Functional cure requires removal of the ability of infected cells in the liver to produce the hepatitis B surface antigen. The increased observation of transaminase elevations with new therapies makes understanding the safety and therapeutic impact of these flares an increasingly important issue. This review examines the factors driving the appearance of transaminase elevations during therapy of chronic HBV infection and the interplay of these factors in assessing the safety and beneficial nature of these flares."
[Effects of anti-liver fibrosis treatment on the occurrence of liver cancer in patients with hepatitis B-related liver cirrhosis].,"Objective: To investigate the effect of anti-liver fibrosis treatment on the occurrence of liver cancer in patients with hepatitis B-related liver cirrhosis within three years. Methods: 1,049 cases with hepatitis B-related liver cirrhosis who were hospitalized in Beijing Ditan Hospital affiliated to Capital Medical University from October 2008 to August 2016 were enrolled. Clinical data were collected, and COX regression analysis was used to find the independent influencing factors for the occurrence of liver cancer in patients with hepatitis B-related liver cirrhosis within three years. According to whether the patients had received anti-liver fibrosis treatment for >/= 6 months, they were divided into combination and antiviral group. There were 388 cases in combination group and 661 cases in antiviral group. In addition, the combination group received anti-liver fibrosis therapy with Chinese patent medicine on the basis of antivirus, and the antiviral group received antiviral treatment. The incidence of liver cancer within three years were compared between the two groups, and the incidence of liver cancer in patients with different Child-Pugh grades and mPAGE-B risks was further analyzed. The independent samples t-test, Mann Whitney U test, chi2 test or Fisher's exact probability method were used for data comparison. Results: Anti-liver fibrosis treatment was an independent protective factor to prevent liver cancer in patients with hepatitis B-related liver cirrhosis within 3 years (P < 0.05). The incidence of liver cancer in the combination group was lower than antiviral group within 3 years (10.3% vs. 15.4%, chi (2) = 5.480, P < 0.05). Child-Pugh stratified analysis showed that the risk of liver cancer was significantly reduced in Child-Pugh grade A patients (6.7% vs. 12.6%, chi (2) = 2.857, P = 0.040). Among high-risk patients with mPAGE-B, the incidence of liver cancer was significantly lower in combination group than control group (13.7% vs. 19.9%, chi (2) = 6.671, P = 0.031). Conclusion: Compared to antiviral therapy alone, combined anti-liver fibrosis and antiviral therapy can reduce the liver cancer occurrence risk in patients with hepatitis B-related liver cirrhosis for 3 years. Patients with Child-Pugh grade A and high-risk group by mPAGE-B scores are the dominant population to receive treatment."
