Title,Abstract
DNA vaccines against COVID-19: Perspectives and challenges.,"The coronavirus disease 2019 (COVID-19) is caused by a novel coronavirus known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which is associated with several fatal cases worldwide. The rapid spread of this pathogen and the increasing number of cases highlight the urgent development of vaccines. Among the technologies available for vaccine development, DNA vaccination is a promising alternative to conventional vaccines. Since its discovery in the 1990s, it has been of great interest because of its ability to elicit both humoral and cellular immune responses while showing relevant advantages regarding producibility, stability, and storage. This review aimed to summarize the current knowledge and advancements on DNA vaccines against COVID-19, particularly those in clinical trials."
Racing to immunity: Journey to a COVID-19 vaccine and lessons for the future.,"SARS-CoV-2 is the novel coronavirus behind the COVID-19 pandemic. Since its emergence, the global scientific community has mobilized to study this virus, and an overwhelming effort to identify COVID-19 treatments is currently ongoing for a variety of therapeutics and prophylactics. To better understand these efforts, we compiled a list of all COVID-19 vaccines undergoing preclinical and clinical testing using the WHO and ClinicalTrials.gov database, with details surrounding trial design and location. The most advanced vaccines are discussed in more detail, with a focus on their technology, advantages and disadvantages, as well as any available recent clinical findings. We also cover some of the primary challenges, safety concerns and public responses to COVID-19 vaccine trials, and consider what this can mean for the future. By compiling this information, we aim to facilitate a more thorough understanding of the extensive COVID-19 clinical testing vaccine landscape as it unfolds, and better highlight some of the complexities and challenges being faced by the joint effort of the scientific community in finding a prophylactic against COVID-19."
COVID-19 Vaccines: Should We Fear ADE?,"Might COVID-19 vaccines sensitize humans to antibody-dependent enhanced (ADE) breakthrough infections? This is unlikely because coronavirus diseases in humans lack the clinical, epidemiological, biological, or pathological attributes of ADE disease exemplified by dengue viruses (DENV). In contrast to DENV, SARS and MERS CoVs predominantly infect respiratory epithelium, not macrophages. Severe disease centers on older persons with preexisting conditions and not infants or individuals with previous coronavirus infections. Live virus challenge of animals given SARS or MERS vaccines resulted in vaccine hypersensitivity reactions (VAH), similar to those in humans given inactivated measles or respiratory syncytial virus vaccines. Safe and effective COVID-19 vaccines must avoid VAH."
The granting of emergency use designation to COVID-19 candidate vaccines: implications for COVID-19 vaccine trials.,"An efficacious COVID-19 vaccine is currently the world's leading research priority. Several nations have indicated that if there is a compelling case for use of a vaccine before it is licensed, they would be prepared to authorise its emergency use or conditional approval on public health grounds. As of Dec 1, 2020, several developers of leading COVID-19 candidate vaccines have indicated that they have applied, or intend to apply, for emergency authorisation for their vaccines. Should candidate vaccines attain emergency use designation and be programmatically deployed before their phase 3 trials conclude, such a strategy could have far reaching consequences for COVID-19 vaccine research and the effective control of the COVID-19 pandemic. These issues merit careful consideration."
Comparing COVID-19 vaccine allocation strategies in India: A mathematical modelling study.,"BACKGROUND: The development and widespread use of an effective SARS-CoV-2 vaccine could prevent substantial morbidity and mortality associated with COVID-19 and mitigate the secondary effects associated with non-pharmaceutical interventions. METHODS: We used an age-structured, expanded SEIR model with social contact matrices to assess age-specific vaccine allocation strategies in India. We used state-specific age structures and disease transmission coefficients estimated from confirmed incident cases of COVID-19 between 1 July and 31 August 2020. Simulations were used to investigate the relative reduction in mortality and morbidity of vaccine allocation strategies based on prioritizing different age groups, and the interactions of these strategies with concurrent non-pharmaceutical interventions. Given the uncertainty associated with COVID-19 vaccine development, we varied vaccine characteristics in the modelling simulations. RESULTS: Prioritizing COVID-19 vaccine allocation for older populations (i.e., >60 years) led to the greatest relative reduction in deaths, regardless of vaccine efficacy, control measures, rollout speed, or immunity dynamics. Preferential vaccination of this group often produced relatively higher total symptomatic infections and more pronounced estimates of peak incidence than other assessed strategies. Vaccine efficacy, immunity type, target coverage, and rollout speed significantly influenced overall strategy effectiveness, with the time taken to reach target coverage significantly affecting the relative mortality benefit comparative to no vaccination. CONCLUSIONS: Our findings support global recommendations to prioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased. Optimal vaccine allocation strategies will depend on vaccine characteristics, strength of concurrent non-pharmaceutical interventions, and region-specific goals."
COVID-19 vaccines: where we stand and challenges ahead.,"In the eleven months elapsed since the identification of the SARS-CoV-2 virus and its genome, an exceptional effort by the scientific community has led to the development of over 300 vaccine projects. Over 40 are now undergoing clinical evaluation, ten of these are in Phase III clinical trials, three of them have ended Phase III with positive results. A few of these new vaccines are being approved for emergency use. Existing data suggest that new vaccine candidates may be instrumental in protecting individuals and reducing the spread of pandemic. The conceptual and technological platforms exploited are diverse, and it is likely that different vaccines will show to be better suited to distinct groups of the human population. Moreover, it remains to be elucidated whether and to what extent the capacity of vaccines under evaluation and of unrelated vaccines such as BCG can increase immunological fitness by training innate immunity to SARS-CoV-2 and pathogen-agnostic protection. Due to the short development time and the novelty of the technologies adopted, these vaccines will be deployed with several unresolved issues that only the passage of time will permit to clarify. Technical problems connected with the production of billions of doses and ethical ones connected with the availably of these vaccines also in the poorest countries, are imminent challenges facing us. It is our tenet that in the long run more than one vaccine will be needed to ensure equitable global access, protection of diverse subjects and immunity against viral variants."
"Molecular characterization, pathogen-host interaction pathway and in silico approaches for vaccine design against COVID-19.","COVID-19 has forsaken the world because of extremely high infection rates and high mortality rates. At present we have neither medicine nor vaccine to prevent this pandemic. Lockdowns, curfews, isolations, quarantines, and social distancing are the only ways to mitigate their infection. This is badly affecting the mental health of people. Hence, there is an urgent need to address this issue. Coronavirus disease 2019 (COVID-19) is caused by a novel Betacorona virus named SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) which has emerged in the city of Wuhan in China and declared a pandemic by WHO since it affected almost all the countries the world, infected 24,182,030 people and caused 825,798 death as per data are compiled from John Hopkins University (JHU). The genome of SARS-CoV-2 has a single-stranded positive (+) sense RNA of approximately 30kb nucleotides. Phylogenetic analysis reveals that SARS-CoV-2 shares the highest nucleotide sequence similarity ( approximately 79 %) with SARS-CoV. Envelope and nucleocapsids are two evolutionary conserved regions of SARS-CoV-2 having a sequence identity of about 96 % and 89.6 %, respectively as compared to SARS-CoV. The characterization of SARS-CoV-2 is based on polymerase chain reaction (PCR) and metagenomic next-generation sequencing. Transmission of this virus in the human occurs through the respiratory tract and decreases the respiration efficiency of lungs. Humans are generally susceptible to SARS-CoV-2 with an incubation period of 2-14 days. The virus first infects the lower airway and bind with angiotensin-converting enzyme 2 (ACE2) of alveolar epithelial cells. Due to the unavailability of drugs or vaccines, it is very urgent to design potential vaccines or drugs for COVID-19. Reverse vaccinology and immunoinformatic play an important role in designing potential vaccines against SARS-CoV-2. The suitable vaccine selects for SARS-CoV-2 based on binding energy between the target protein and the designed vaccine. The stability and activity of the designed vaccine can be estimated by using molecular docking and dynamic simulation approaches. This review mainly focused on the brief up to date information about COVID-19, molecular characterization, pathogen-host interaction pathways involved during COVID-19 infection. It also covers potential vaccine design against COVID-19 by using various computational approaches. SARS-CoV-2 enters brain tissue through the different pathway and harm human's brain and causes severe neurological disruption."
SARS-CoV-2 reinfection and implications for vaccine development.,"Coronavirus disease 2019 (COVID-19) pandemic continues to constitute a public health emergency of international concern. Multiple vaccine candidates for COVID-19, which is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), have entered clinical trials. However, some evidence suggests that patients who have recovered from COVID-19 can be reinfected. For example, in China, two discharged COVID-19 patients who had recovered and fulfilled the discharge criteria for COVID-19 were retested positive to a reverse transcription polymerase chain reaction (RT-PCR) assay for the virus. This finding is critical and could hamper COVID-19 vaccine development. This review offers literature-based evidence of reinfection with SARS-CoV-2, provides explanation for the possibility of SARS-CoV-2 reinfection both from the agent and host points of view, and discusses its implication for COVID-19 vaccine development."
Current advances in the development of SARS-CoV-2 vaccines.,"Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is now a global pandemic that has wreaked havoc globally, which has put a heavy toll on public health, lives, and the world economy. Vaccination is considered as one of the greatest successes in medical history. Based on prior experience with the development of SARS-CoV vaccines, all COVID-19 vaccines must be subjected to the tests for protective effects and harmful risks derived from antibody-dependent enhancement that may contribute to augmented infectivity and/or eosinophilic infiltration. The SARS-CoV-2 vaccine is now being developed urgently in several different ways. China is regarded as one of the world's leading countries in SARS-CoV-2 vaccine development, up to date the last inactivated vaccine international clinical (Phase III) trial was launched in the United Arab Emirates by Sinopharm China National Biotec Group (CNBG). In this review, we outline the current status of vaccine development against clinically relevant SARS-CoV-2 strains, anticipating that such attempts would help create efficacious and sage SARS-CoV-2 vaccines."
Efficacy and safety of COVID-19 vaccines in older people.,"Several vaccines against coronavirus disease 2019 (COVID-19) are on the cusp of regulatory approval. Their safety and efficacy in older people is critical to their success. Even though care home residents and older people are likely to be amongst the first to be vaccinated, these patient groups are usually excluded from clinical trials. Data from several Phase II trials have given cause for optimism, with strong antibody responses and reassuring safety profiles but, with the exception of AstraZeneca's vaccine, recruited few older people. Overall, the sparse data from Phase II trials suggest a reduction in both antibody responses and mild to moderate adverse events in well older people compared to younger participants. Many of the Phase III trials have made a conscious effort to recruit older people, and interim analyses of the Pfizer and Moderna vaccine have led to press releases announcing high degrees of efficacy. However, older people with co-morbidities and frailty have once again been largely excluded and there are no published data on safety and efficacy in this group. Although the speed and impact of the pandemic on older people with frailty justify an approach where they are offered vaccination first, patients and their carers and supervising health care professionals alike will need to make a decision on accepting vaccination based on limited evidence. Here we review the main candidate vaccines that may become available, with a focus on the evidence of safety and efficacy in older people."
Assessing the Safety of COVID-19 Vaccines: A Primer.,"Vaccines against COVID-19 are being developed at speeds not previously achieved. With this unprecedented effort comes challenges for post-marketing safety monitoring and challenges for vaccine safety communication. To deploy these new vaccines fast across diverse populations, it is vital that robust pharmacovigilance and active surveillance systems are in place. Not all countries have the capability or resources to undertake adequate surveillance and will rely on data from those who can. The tools exist to assess COVID-19 vaccines as they are deployed such as surveillance systems, administrative data and case definitions for adverse events of special interest. However, stitching these all together and using them effectively requires investment and collaboration. This paper provides a high-level overview of some of the facets of modern vaccine safety assessment and how they are, or can be, applied to COVID-19 vaccines."
Learning from the past: development of safe and effective COVID-19 vaccines.,"The rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has elicited an equally rapid response aiming to develop a COVID-19 vaccine. These efforts are encouraging; however, comprehensive efficacy and safety evaluations are essential in the development of a vaccine, and we can learn from previous vaccine development campaigns. In this Perspective, we summarize examples of vaccine-associated disease enhancement in the history of developing vaccines against respiratory syncytial virus, dengue virus, SARS-CoV and Middle East respiratory syndrome coronavirus, which highlight the importance of a robust safety and efficacy profile, and present recommendations for preclinical and clinical evaluation of COVID-19 vaccine candidates as well as for vaccine design and optimization."
COVID-19 Vaccine To Vaccination: Why Leaders Must Invest In Delivery Strategies Now.,"Worldwide, leaders are implementing nonpharmaceutical interventions to slow transmission of the novel coronavirus while pursuing vaccines that confer immunity to severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection. In this article we describe lessons learned from past pandemics and vaccine campaigns about the path to successful vaccine delivery. The historical record suggests that to have a widely immunized population, leaders must invest in evidence-based vaccine delivery strategies that generate demand, allocate and distribute vaccines, and verify coverage. To generate demand, there must be an understanding of the roots of vaccine hesitancy, involvement of trusted sources of authority in advocacy for vaccination, and commitment to longitudinal engagement with communities. To allocate vaccines, qualified organizations and expert coalitions must be allowed to determine evidence-based vaccination approaches and generate the political will to ensure the cooperation of local and national governments. To distribute vaccines, the people and organizations with expertise in manufacturing, supply chains, and last-mile distribution must be positioned to direct efforts. To verify vaccine coverage, vaccination tracking systems that are portable, interoperable, and secure must be identified. Lessons of past pandemics suggest that nations should invest in evidence-informed strategies to ensure that coronavirus disease 2019 (COVID-19) vaccines protect individuals, suppress transmission, and minimize disruption to health services and livelihoods."
COVID-19 vaccines: ethical framework concerning human challenge studies.,"BACKGROUND: The pandemic associated with the new SARS-CoV-2 coronavirus continues to spread worldwide. The most favorable epidemic control scenario, which provides long-term protection against COVID-19 outbreak, is the development and distribution of an effective and safe vaccine. The need to develop a new COVID-19 vaccine is pressing; however, it is likely to take a long time, possibly several years. This is due to the time required to demonstrate the safety and efficacy of the proposed vaccine. and the time required to manufacture and distribute millions of doses. OBJECTIVES: To accelerate this development and associated safety testing, the deliberate infection of healthy volunteers has been suggested. The purpose of this short communication is to describe the ethical aspects of this type of testing, RESULTS: Deliberate infection of volunteers with a dangerous virus such as SARS-CoV-2 was initially considered unethical by researchers; but the current pandemic is so different from previous ones that these studies are considered ethical if certain criteria are met. Participants in human challenge studies must be relatively young, in good health and must receive the highest quality medical care, with frequent monitoring. Tests should also be performed with great caution and specialized medical supervision. Besides, the fact that obtaining vaccines faster through deliberate infection studies of healthy people has greater benefits than risks, has been demonstrated by obtaining other vaccines in other historical pandemics such as: smallpox, influenza, malaria, typhoid fever, Dengue fever and Zika. CONCLUSIONS: One possibility to shorten the time required for the development of COVID-19 vaccines is to reduce clinical phases II and III by using human challenge studies through eliberate infection of healthy volunteers with SARS-CoV-2 after administration of the candidate vaccine. Accelerating the development of a COVID-19 vaccine even for a few weeks or months would have a great beneficial impact on public health by saving many lives."
A cost/benefit analysis of clinical trial designs for COVID-19 vaccine candidates.,"We compare and contrast the expected duration and number of infections and deaths averted among several designs for clinical trials of COVID-19 vaccine candidates, including traditional and adaptive randomized clinical trials and human challenge trials. Using epidemiological models calibrated to the current pandemic, we simulate the time course of each clinical trial design for 756 unique combinations of parameters, allowing us to determine which trial design is most effective for a given scenario. A human challenge trial provides maximal net benefits-averting an additional 1.1M infections and 8,000 deaths in the U.S. compared to the next best clinical trial design-if its set-up time is short or the pandemic spreads slowly. In most of the other cases, an adaptive trial provides greater net benefits."
Self-assembled mRNA vaccines.,"mRNA vaccines have evolved from being a mere curiosity to emerging as COVID-19 vaccine front-runners. Recent advancements in the field of RNA technology, vaccinology, and nanotechnology have generated interest in delivering safe and effective mRNA therapeutics. In this review, we discuss design and self-assembly of mRNA vaccines. Self-assembly, a spontaneous organization of individual molecules, allows for design of nanoparticles with customizable properties. We highlight the materials commonly utilized to deliver mRNA, their physicochemical characteristics, and other relevant considerations, such as mRNA optimization, routes of administration, cellular fate, and immune activation, that are important for successful mRNA vaccination. We also examine the COVID-19 mRNA vaccines currently in clinical trials. mRNA vaccines are ready for the clinic, showing tremendous promise in the COVID-19 vaccine race, and have pushed the boundaries of gene therapy."
Who should be prioritised for COVID-19 vaccination?,"The development of COVID-19 vaccines is occurring at a rapid pace, with the potential for a vaccine to be available within 6 months. So who should be prioritized for vaccination when in the first instance, there will be insufficient supply to meet demand? There is no doubt that health-care workers in all settings should be vaccinated first, but who comes next will be a complex decision based on local epidemiology, societal values, and the ability of the vaccines to prevent both severe disease and to reduce transmission thereby eliciting herd protection. The decision on who to vaccinate should be equitable, highly contextualized, and based on the property of each vaccine. In some settings, the elderly may be prioritized, in others, it may be the population most likely to get infected and responsible for community spread. To support decision-making on who to be prioritized for vaccination requires urgent additional research on the epidemiology of COVID-19; preexisting immunity and who is responsible for transmission in a variety of settings; the safety, immunogenicity, and efficacy of COVID-19 vaccines in children and pregnant women; and determining whether COVID-19 vaccines prevent asymptomatic infection and transmission."
